place_id,여행지명,여행지설명,city,분류,activity_type,activity_ids,activity_level,season_preference,emotion_match
2307190004,CGV 남양주 화도 점,BHC치킨 에버랜드점,경상남도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307190005,dining F,그믐달셀프스튜디오 평택역점,경기도,식당/카페,실내,11,5,Summer,1;10;11;12;2
2307190006,CU 이호 테우해변점,대청호오백리길 4코스(호반낭만길),제주특별자치도,자연관광지,실외,1,5,Summer,1;11;12;2;21
2307190007,남양주 동부 새마을금고 호평지점,메가박스인천논현,경상남도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307190008,돔베돈,돔베돈,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;11;12;2;21
2307190009,AK플라자 홍대,AK플라자 홍대,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;12;2;21;22
2307190010,망치몽돌해수욕장,망치몽돌해수욕장,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;2;21;22;24
2307190011,구석기 역사 공원,구석기역사공원,서울특별시,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Summer,1;2;21;22;24
2307190012,외계인 방앗간 제주본점,외계인방앗간 제주본점,Unknown,"산책로, 둘레길 등",실외,7,2,Summer,2;21;22;24;26
2307190013,천마산,천마산,Unknown,자연관광지,실외,1,7,Summer,21;22;24;26;3
2307200001,넥슨 컴퓨터 박물관,넥슨컴퓨터박물관,경기도,식당/카페,실내,11,6,Summer,1;11;12;2;21
2307200002,대전예술의전당,5.16도로숲터널,경상남도,식당/카페,실내,11,7,Summer,1;10;11;12;2
2307200003,경산 동의한방촌 약선 웰빙 뷔페,곽지식당,경상북도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307200004,9.81파크,9.81파크,Unknown,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307200005,광릉숲길,광릉숲길,Unknown,식당/카페,실내,11,5,Summer,1;11;12;2;21
2307200006,강릉 빵 다방 본점,강릉빵다방 본점,서울특별시,식당/카페,실내,11,6,Summer,1;11;12;2;21
2307200007,24시 전주 명가 콩나물국밥 진접점,24시전주명가콩나물국밥 진접점,제주특별자치도,식당/카페,실내,11,6,Summer,1;11;12;2;21
2307200008,강릉 월화 거리,강릉월화거리,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;11;12;2;21
2307200009,사인암,섭지코지,Unknown,자연관광지,실외,1,6,Summer,1;11;12;2;21
2307200010,CGV 제주,오야,Unknown,식당/카페,실내,11,7,Summer,1;12;2;22;23
2307200011,영일대해수욕장,,Unknown,자연관광지,실외,1,5,Summer,1;12;2;21;22
2307200012,KSPO 돔,,Unknown,지역 축제/행사,실외,8,6,Summer,1;2;21;22;26
2307200013,별난 아이스 호구포점,,인천광역시,지역 축제/행사,실외,8,5,Summer,1;2;21;22;26
2307210001,거문 오름,사천해변,인천광역시,식당/카페,실내,11,7,Summer,1;11;2;21;22
2307210002,AK플라자 분당,AK플라자 분당점,제주특별자치도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307210003,GS25 한화리조트 제주점,GS25 한화리조트제주점,Unknown,식당/카페,실내,11,6,Summer,1;10;12;2;21
2307210004,성산일출봉,성산일출봉,제주특별자치도,식당/카페,실내,11,6,Summer,1;10;12;2;21
2307210005,GS25 경주백률점,광연이포차,경기도,식당/카페,실내,11,6,Summer,1;11;12;2;21
2307210006,강문해변,먹고정,경기도,식당/카페,실내,11,7,Summer,1;10;11;12;2
2307210007,KSPO 돔,내도음악상가,부산광역시,식당/카페,실내,11,6,Summer,1;10;11;12;2
2307210008,국립 해양 박물관,남해안크루즈관광 미남크루즈,Unknown,자연관광지,실외,1,6,Summer,1;11;2;21;22
2307210009,영락리 방파제,영락리 방파제,Unknown,자연관광지,실외,1,4,Summer,1;2;21;22;24
2307210010,도두동 무지개 해안도로,도두동무지개해안도로,Unknown,자연관광지,실외,1,6,Summer,11;2;22;26;28
2307220001,9.81파크,광치기해변,전라남도,식당/카페,실내,11,7,Summer,1;10;12;2;21
2307220002,PPO,가평역 주차장,서울특별시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220003,BMW 드라이빙 센터,BMW드라이빙센터,서울특별시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220004,AC 호텔 바이 메리어트 서울 강남,AC 호텔 바이 메리어트 서울 강남,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220005,석모도 미네랄 온천,석모도미네랄온천,경상북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220006,2NE1,ABC마트 ST김포패션아울렛점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220007,경암동 철길마을,개목나루문화공원 주차장,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220008,군산근대역사박물관,고창문화터미널,전라남도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2307220009,21아울렛 안양점,CU 청주테크노지웰점,Unknown,식당/카페,실내,11,5,Summer,1;10;11;12;13
2307220010,대전시립미술관,남해안크루즈관광 미남크루즈,전라남도,식당/카페,실내,11,4,Summer,1;10;13;2;21
2307220011,갓버터도나스,갓버터도나스,Unknown,자연관광지,실외,1,5,Summer,1;11;13;2;21
2307220012,다이소 제주 모슬포점,문우당서림,Unknown,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,3,Summer,1;10;13;2;21
